age,income,debt_ratio,employment_years,region,has_mortgage,enquiries_6m,postcode_noise,defaulted
38,63830,0.309,13.9,coastal,yes,1,8962,yes
65,23470,0.225,7,coastal,no,0,2719,yes
53,37400,0.277,5.9,south,no,2,8351,yes
34,63948,0.481,4.7,inland,yes,0,8728,no
67,57654,0.402,6.5,north,yes,5,575,yes
26,29900,0.089,4.4,north,no,0,2222,yes
33,74452,0.529,13,north,yes,5,1262,yes
59,59473,0.239,6.9,inland,yes,5,7746,yes
56,52116,0.255,2.4,inland,yes,4,9531,no
35,53549,0.381,6.4,inland,yes,0,7186,no
38,31755,0.498,2.7,south,no,4,4123,yes
42,56417,0.505,8.8,north,no,2,6826,no
34,51333,0.492,11.8,coastal,yes,0,8272,no
37,65209,0.02,2.2,south,no,3,4264,no
36,40832,0.208,10.3,north,yes,3,8347,no
62,57920,0.301,8.8,north,no,0,7268,yes
24,25787,0.169,4,inland,no,4,6999,yes
26,27191,0.246,0,north,no,2,9319,no
39,34604,0.299,7.5,coastal,yes,2,2618,yes
60,71518,0.118,2.4,south,yes,5,2884,yes
37,51043,0.251,3.1,coastal,no,0,8355,yes
34,57147,0.372,8,coastal,no,4,5841,yes
34,25717,0.158,3.4,north,no,4,9855,yes
31,76229,0.258,3.5,coastal,yes,2,89,yes
35,51415,0.28,7.6,north,yes,2,4772,yes
39,32929,0.354,9.9,inland,no,2,2662,no
59,64002,0.187,5.9,coastal,yes,3,9280,yes
39,57521,0.323,1.7,inland,yes,1,1482,yes
48,33751,0.084,0.9,inland,no,0,3138,yes
62,45306,0.663,2.8,inland,yes,0,9094,no
24,28386,0.494,4,north,no,0,8007,yes
46,61183,0.279,12.8,inland,no,2,2718,no
25,26879,0.146,5,north,yes,1,5586,no
63,26268,0.223,4.5,south,no,1,1530,no
63,49312,0.571,14.2,south,yes,2,1539,no
59,40614,0.234,10.6,coastal,no,3,8421,yes
29,73441,0.474,5.9,inland,yes,3,1082,no
62,33909,0.198,4.1,coastal,no,1,1914,no
39,48014,0.248,0,south,yes,4,4978,yes
36,38049,0.02,9.1,south,no,5,7419,yes
54,44012,0.158,3.1,coastal,yes,0,8046,no
50,55353,0.504,6.4,north,no,2,8536,yes
31,39285,0.259,6.5,north,no,1,7905,no
41,46304,0.126,10,south,yes,4,8721,yes
35,,0.157,5.1,inland,no,2,8322,yes
38,33981,0.428,6.9,coastal,no,4,4676,yes
64,46937,0.763,0,inland,no,2,8495,no
49,55788,0.411,2,coastal,no,0,7297,yes
63,40129,0.217,1.9,south,no,3,725,yes
62,23869,0.257,1.5,coastal,yes,5,984,yes
23,25871,0.263,3,north,no,5,5249,yes
46,68546,0.289,4.6,inland,no,1,7549,yes
50,47372,0.236,6.3,south,yes,3,9862,yes
33,51445,0.158,2.3,north,no,5,1528,yes
25,76740,0.186,5,inland,no,0,9333,yes
49,47912,0.02,5.3,coastal,no,2,4005,yes
37,71872,0.198,5.9,south,yes,4,2949,no
46,22705,0.176,0,inland,no,5,3425,yes
36,41201,0.393,9,inland,no,1,1653,yes
32,23918,0.328,4.7,south,yes,1,153,no
49,55497,0.258,10.9,coastal,yes,2,7290,yes
66,44428,0.296,5,coastal,no,5,935,yes
64,67458,0.184,7.5,north,yes,1,9535,yes
43,46606,0.195,10.4,south,no,4,2401,yes
49,35376,0.445,6.7,south,no,4,1074,no
42,32476,0.272,3,inland,no,2,4541,no
22,83788,0.198,2,inland,yes,3,4275,yes
60,77551,0.435,8.2,south,no,2,169,no
62,41818,0.404,4.3,inland,no,5,2537,yes
66,57395,0.127,6.7,coastal,yes,2,9689,yes
43,29202,0.408,3.4,south,yes,2,7729,no
61,39843,0.191,8.7,coastal,yes,2,7219,no
23,31420,0.294,3,north,no,5,2955,no
55,57362,0.02,11.1,north,no,4,3971,yes
48,26821,0.609,18.6,north,yes,4,9901,yes
32,31430,0.232,8.4,north,yes,5,7569,no
29,43279,0.399,9,coastal,no,0,4104,yes
50,27220,0.514,9.4,south,yes,5,9499,yes
56,23263,0.359,1.3,north,no,4,4616,yes
36,43723,0.433,0,inland,no,0,6592,no
45,48292,0.084,4.9,north,yes,4,4679,no
36,,0.245,4.9,coastal,yes,0,4711,no
34,29874,0.106,2.4,south,yes,4,9541,no
55,36379,0.536,5.8,south,no,1,3621,no
36,30184,0.416,6.4,north,no,2,4623,yes
32,32010,0.429,4.7,north,yes,3,7061,yes
46,39712,0.163,5.2,coastal,yes,4,9853,yes
32,40655,0.02,2.1,north,no,0,7965,no
26,47852,0.02,6,south,no,0,5850,yes
38,28129,0.29,10.8,north,no,5,9435,yes
46,29533,0.202,0,north,yes,3,3250,yes
58,30401,0.297,10.4,inland,yes,5,7503,yes
34,46087,0.115,7.4,coastal,no,1,6406,yes
50,67380,0.31,1.7,inland,no,1,9148,yes
46,49599,0.168,2.4,north,no,2,4318,yes
47,42609,0.13,6.8,coastal,no,4,5940,yes
48,33854,0.02,13.1,inland,no,0,3369,yes
26,33485,0.02,2.6,inland,no,3,8195,no
60,32243,0.033,2.2,inland,no,5,2275,yes
42,25715,0.643,11.6,south,no,3,460,no
45,39988,0.413,1.3,north,yes,5,5858,yes
41,65458,0.523,5.6,north,no,5,439,yes
40,31367,0.434,0,coastal,no,5,9074,yes
35,61351,0.352,8,south,yes,0,4610,no
22,32547,0.398,0.7,inland,no,3,6704,yes
50,43787,0.409,5.6,inland,yes,4,4229,yes
57,52451,0.22,5.7,inland,no,5,2636,yes
54,71970,0.47,0,inland,yes,1,20,no
47,59409,0.738,9.6,south,no,2,505,no
50,46032,0.261,0,south,yes,5,4216,yes
31,67116,0.586,9.6,coastal,no,0,1135,no
48,63718,0.333,5.2,inland,no,1,4841,no
62,52196,0.207,6.8,south,no,4,2954,yes
40,33621,0.359,12.8,coastal,no,5,5382,no
66,29285,0.353,0,inland,no,5,9399,no
43,29822,0.389,7.6,inland,no,3,7267,yes
46,32300,0.02,5.6,north,yes,1,2271,no
33,36142,0.386,6.5,north,yes,3,7019,no
43,33910,0.145,5.9,south,no,3,1362,no
32,34322,0.205,5.9,north,no,3,7702,yes
64,44427,0.336,0,south,no,3,2643,yes
38,62920,0.705,5.7,inland,yes,3,284,no
53,36503,0.214,5.9,north,no,4,9196,no
49,83828,0.083,6.5,coastal,no,3,7473,yes
30,35128,0.141,0.8,south,no,4,4902,no
57,35841,0.209,3.1,inland,yes,0,5590,no
67,29430,0.463,5.9,south,yes,3,3407,yes
57,53833,0.32,5.2,south,no,4,3015,yes
47,41648,0.287,8.6,inland,yes,5,9441,yes
22,23568,0.312,2,north,no,2,9729,no
26,46873,0.37,2.4,south,yes,0,1660,no
43,37577,0.35,13.4,inland,no,5,4954,yes
60,23682,0.467,5.1,coastal,no,4,9220,no
59,45692,0.357,9.8,north,no,4,2209,yes
33,83834,0.188,8.1,coastal,no,4,723,yes
30,45577,0.424,10,south,no,5,1294,yes
23,,0.416,3,south,no,1,9787,no
47,33881,0.401,12.3,inland,yes,0,6569,yes
24,55387,0.202,4,inland,no,1,4535,no
60,59397,0.249,3.2,south,no,4,3725,yes
50,22120,0.254,9.2,south,yes,2,4963,no
33,83976,0.261,11.7,inland,no,0,5207,yes
50,37017,0.494,5.4,south,no,1,1908,yes
32,37328,0.386,12,north,yes,0,8729,yes
31,31059,0.498,7.1,coastal,yes,2,9182,yes
44,33757,0.043,5.9,south,no,0,8287,no
53,76990,0.202,13.2,inland,yes,1,8713,no
61,47705,0.271,9.5,north,yes,3,1067,yes
32,24885,0.474,12,south,no,4,9629,yes
51,24939,0.02,8.8,north,yes,5,3556,no
36,28571,0.062,6.9,north,yes,4,8997,no
65,26470,0.552,0,north,no,3,4107,yes
30,43588,0.375,8.7,south,no,0,8586,no
60,29766,0.116,11.1,inland,no,5,2184,no
62,56510,0.313,1.4,coastal,yes,1,4903,yes
26,64692,0.228,4.1,inland,no,3,6234,yes
38,30023,0.275,0.3,inland,no,2,996,no
62,66375,0.396,16.6,south,no,5,9316,no
31,23294,0.125,3.9,inland,no,3,5825,yes
33,32255,0.715,6.2,coastal,yes,2,2051,no
32,45243,0.02,4.5,coastal,no,5,266,yes
41,25213,0.388,5.7,coastal,yes,5,967,no
66,44621,0.02,5.8,north,yes,3,6254,no
34,32945,0.408,10.3,south,no,3,3523,yes
36,46471,0.18,4.8,inland,no,4,21,yes
52,37656,0.298,9.5,inland,no,5,4857,yes
61,33140,0.388,11.3,inland,yes,3,1415,yes
40,23394,0.343,0,coastal,yes,1,2145,no
66,56474,0.43,4.4,north,no,1,8232,yes
35,58570,0.348,9.1,south,yes,2,3452,yes
33,,0.462,11.3,inland,no,1,6952,yes
46,54065,0.35,9,north,yes,3,1442,yes
39,38269,0.117,1.1,north,no,2,7071,yes
41,28951,0.219,8.4,inland,no,1,2708,yes
62,56878,0.11,9.1,inland,no,2,7817,no
30,58851,0.188,6.4,north,yes,4,2155,no
65,64713,0.02,5.6,inland,no,4,3630,yes
32,26026,0.48,7.2,south,no,1,2345,yes
66,53758,0.148,9,coastal,yes,0,1697,no
52,31028,0.215,8.5,coastal,no,0,77,no
57,,0.02,3,coastal,no,2,7045,no
39,32395,0.293,14.2,north,no,4,4716,no
31,47423,0.604,0.4,inland,no,2,241,yes
40,25212,0.267,5.9,coastal,yes,3,6804,no
67,43149,0.395,2.6,coastal,yes,5,5206,no
45,57246,0.334,5.7,inland,no,2,9763,yes
28,40360,0.442,8,coastal,yes,1,936,no
37,46311,0.21,1.6,coastal,yes,2,6661,yes
36,40251,0.325,7.8,coastal,no,1,4742,no
57,27244,0.287,5,coastal,yes,3,9854,no
26,30179,0.301,6,inland,no,5,2788,no
46,45279,0.342,3.7,south,no,2,1472,yes
35,,0.375,10.5,north,no,3,6790,yes
35,29113,0.352,1.3,inland,no,2,2835,yes
64,35213,0.264,6.6,north,no,5,1914,yes
40,22566,0.156,3.3,south,yes,2,5626,no
25,53690,0.021,5,north,no,4,8134,yes
28,47765,0.02,4.9,coastal,yes,2,6300,yes
49,36619,0.338,2.4,north,no,2,4281,no
34,23454,0.279,6,south,yes,0,5384,no
37,23004,0.133,5.7,south,no,0,7138,no
60,24522,0.02,3.3,south,no,1,9831,no
64,,0.383,4.2,inland,yes,2,7555,no
45,22582,0.153,0,north,no,1,2855,yes
28,45148,0.577,4.4,south,no,3,4019,no
39,60167,0.282,5.4,north,no,2,5183,yes
44,40394,0.376,6.9,coastal,no,4,1710,no
28,30625,0.272,7.5,north,no,2,6494,yes
47,30608,0.327,14.9,north,yes,0,6708,no
56,83139,0.449,6.4,south,yes,1,5336,yes
61,42635,0.297,7.9,north,yes,0,8412,no
46,23205,0.356,6,north,yes,0,586,no
54,,0.337,7.3,south,yes,0,154,no
47,79348,0.342,13.2,north,no,5,2524,yes
44,23100,0.159,10.5,coastal,yes,4,5779,no
52,37066,0.152,3.5,south,yes,0,8447,no
46,60165,0.063,0,north,no,1,3367,yes
62,47947,0.095,6.1,coastal,yes,3,1560,no
33,29961,0.401,6.3,inland,yes,1,2053,yes
26,39128,0.64,2.1,coastal,no,3,689,yes
31,45445,0.02,4.8,north,no,4,2237,yes
65,40201,0.331,4.2,north,no,1,1424,yes
42,36902,0.052,9.2,north,yes,5,5344,yes
48,32689,0.347,3.6,coastal,no,0,7688,yes
33,82426,0.02,7,coastal,no,5,1640,yes
45,38007,0.16,16.3,inland,no,0,100,yes
31,38592,0.142,5.7,south,no,5,6287,yes
51,35117,0.057,8.6,coastal,no,4,8779,no
42,49791,0.17,18.3,coastal,yes,5,3739,yes
42,69927,0.206,4.3,north,no,4,8803,yes
53,23249,0.282,8.8,north,no,1,6673,yes
63,41702,0.572,2,inland,yes,1,5502,no
31,26334,0.298,5.1,inland,no,1,7646,no
46,45011,0.241,2.5,south,yes,2,684,yes
48,26753,0.449,5.3,north,no,0,5552,yes
62,36410,0.457,4.6,north,no,5,2722,yes
56,60263,0.343,10.1,inland,no,4,1560,yes
44,40888,0.477,13.6,north,yes,1,1161,yes
31,43013,0.241,7.4,north,yes,1,8029,no
34,36557,0.277,6.1,inland,yes,4,2345,no
56,52184,0.459,2.9,coastal,no,4,6428,yes
38,49364,0.08,5.6,inland,no,2,1461,yes
29,56723,0.474,9,north,no,0,2463,no
32,66124,0.557,5.5,coastal,no,1,4054,no
25,43148,0.552,5,coastal,no,3,227,yes
53,76532,0.089,5.4,coastal,yes,2,9400,yes
53,81466,0.438,7.7,coastal,yes,1,3499,no
54,41155,0.551,1.3,coastal,no,2,4233,yes
54,55187,0.198,2.1,coastal,yes,4,1107,yes
43,70651,0.423,7.9,inland,yes,3,9591,yes
44,59277,0.02,0,inland,no,5,7304,yes
45,51372,0.283,3.8,south,yes,2,2667,no
48,37889,0.428,7.9,coastal,yes,2,7515,yes
36,25097,0.425,12.4,coastal,yes,3,9555,yes
27,69594,0.318,7,south,no,1,4550,yes
33,56439,0.368,7.3,inland,no,4,2655,yes
45,53871,0.349,12.1,coastal,no,3,1142,yes
49,29344,0.295,4.1,north,no,2,2817,yes
58,34804,0.357,2.8,south,no,1,1720,no
25,27141,0.521,5,inland,no,5,9403,yes
65,32861,0.478,7.8,inland,yes,3,7454,no
35,37179,0.408,4,coastal,yes,1,6084,no
59,,0.44,3.5,north,no,0,1223,no
50,27230,0.168,8.6,inland,no,3,5777,no
23,60858,0.269,1.4,south,no,4,7692,yes
32,37055,0.408,4.3,south,yes,4,6020,yes
31,49137,0.444,5.6,inland,yes,4,1504,yes
46,24751,0.652,7.7,coastal,yes,0,5597,yes
41,35367,0.138,2.1,south,yes,0,7107,no
28,26392,0.063,3.4,inland,yes,1,5773,no
55,41969,0.398,8.2,inland,no,1,3748,yes
49,72616,0.02,1.8,north,no,0,126,yes
36,74705,0.392,3.7,south,no,2,3311,no
24,37047,0.362,4,inland,yes,0,6004,no
62,43421,0.13,9.5,coastal,yes,2,1607,yes
32,59381,0.31,9,north,yes,0,649,yes
34,43575,0.299,12.3,inland,no,4,4013,no
30,41270,0.541,4.3,coastal,no,2,9485,yes
55,53839,0.354,2.6,south,yes,5,9233,no
45,23970,0.553,6.9,coastal,no,0,6081,yes
34,32232,0.331,3.8,inland,no,4,3234,yes
62,27747,0.311,7.4,south,no,4,8841,no
65,,0.47,0,north,yes,2,1928,yes
43,44378,0.708,6.3,south,no,1,1683,yes
65,47373,0.184,0,inland,no,2,7455,yes
52,23435,0.431,9.6,north,no,5,8323,yes
52,50700,0.388,0,north,yes,1,5426,yes
59,28885,0.176,8.3,coastal,no,3,5117,yes
52,35146,0.453,10.3,inland,no,5,9613,yes
65,34502,0.545,9.5,south,yes,4,5084,no
25,33793,0.269,5,south,no,0,7317,no
53,44852,0.199,2,inland,yes,3,5800,no
40,,0.503,5.8,north,no,2,8248,yes
55,36303,0.178,12.2,south,no,1,5434,no
35,55544,0.02,10.7,inland,no,1,1710,yes
54,,0.665,0,north,no,5,5861,yes
51,58396,0.05,15.2,coastal,yes,3,8188,no
58,36505,0.382,14.4,inland,yes,5,1205,yes
32,56281,0.431,9.4,south,no,2,7924,no
45,23332,0.411,17.7,south,no,1,6722,no
66,38974,0.524,9.3,south,no,3,4332,yes
23,42657,0.088,3,north,yes,3,1759,no
24,43710,0.024,4,south,no,5,3490,no
62,42561,0.166,8,south,no,3,5406,no
23,45835,0.166,1.9,south,no,3,4517,yes
51,24778,0.434,3.8,south,no,1,2052,yes
53,44604,0.161,5.2,north,no,5,7845,no
32,53576,0.46,4.2,north,no,3,7914,yes
35,27774,0.02,0.4,coastal,no,5,7503,no
35,32329,0.148,7.5,coastal,no,3,6407,no
45,30257,0.31,2.7,coastal,yes,1,6799,no
48,27295,0.02,8.5,inland,no,2,4231,yes
28,41087,0.277,0.2,south,yes,2,4183,no
47,,0.172,4.2,inland,no,5,5992,no
27,43319,0.02,4,south,yes,2,85,no
60,22489,0.134,11.2,inland,yes,4,4656,no
62,60255,0.542,6.3,coastal,no,3,9092,yes
61,57283,0.02,5.9,north,yes,5,7951,yes
53,34046,0.089,3.9,north,yes,4,2834,no
37,42190,0.119,4.1,inland,yes,0,8216,yes
34,48866,0.02,4.6,south,yes,5,8540,no
41,31981,0.121,3.1,north,no,5,4678,yes
40,40325,0.334,7.6,north,yes,1,9066,no
53,48703,0.02,7.4,inland,yes,4,8148,no
56,38582,0.456,6.8,south,yes,5,1594,yes
30,54929,0.286,6.2,inland,no,3,4822,yes
24,41999,0.02,1,coastal,yes,3,6653,no
54,46566,0.24,4.6,inland,no,2,9473,no
45,23605,0.498,9.4,coastal,no,1,3109,yes
49,89730,0.263,6.5,coastal,no,4,1458,yes
52,39497,0.536,4.2,inland,yes,1,7809,yes
25,23624,0.286,5,coastal,yes,5,8524,no
24,48732,0.03,4,north,yes,0,565,yes
42,80267,0.23,7.7,south,yes,1,4267,yes
39,63092,0.477,9.4,south,yes,4,6154,no
56,27615,0.465,0,inland,yes,4,6072,yes
38,54856,0.322,2.5,north,no,5,8401,yes
38,34492,0.273,7.2,south,yes,3,4476,no
42,51117,0.368,1.4,coastal,no,2,8547,no
43,28658,0.282,3.6,coastal,no,3,3859,yes
54,66469,0.17,6.5,coastal,no,2,5727,no
44,40908,0.02,3.9,coastal,yes,5,826,no
51,,0.285,8,inland,no,1,562,no
30,47747,0.18,7.5,inland,no,2,125,yes
57,39095,0.169,11.6,north,no,3,3997,no
54,26323,0.074,4.3,coastal,no,4,2710,no
39,38077,0.164,10.8,inland,no,5,1208,yes
53,,0.031,10.9,south,no,4,6682,no
39,42770,0.058,4.8,coastal,no,2,3218,no
43,39286,0.134,6.2,coastal,no,1,862,no
39,33140,0.169,7,north,no,0,9304,no
39,37821,0.404,9.7,north,yes,5,8748,yes
24,30342,0.395,4,north,no,3,7264,yes
55,54120,0.458,1.5,coastal,no,1,6651,yes
57,28407,0.546,6.5,south,no,4,8901,yes
22,24426,0.061,2,inland,no,0,5006,no
53,23340,0.232,8.1,inland,yes,5,8821,no
44,80729,0.075,9,south,no,1,3604,yes
59,33264,0.02,2.9,south,no,4,2723,no
35,60934,0.369,0.3,inland,no,1,6886,yes
50,46286,0.373,8.6,north,no,4,7979,yes
53,24678,0.205,15.1,north,yes,4,1736,yes
36,44661,0.209,4.7,south,no,3,482,no
41,44939,0.119,4.7,south,yes,5,3174,no
31,75096,0.427,11,north,no,2,5669,yes
24,65258,0.024,1.2,south,yes,5,2763,yes
43,60507,0.175,7.9,inland,no,3,9342,yes
36,47472,0.533,5.4,north,no,3,7305,no
31,34415,0.289,8.2,coastal,no,5,7277,yes
26,47072,0.079,3.7,north,no,2,9040,yes
53,33791,0.02,0,inland,yes,2,7592,no
48,76460,0.132,8.4,inland,no,1,5620,yes
49,29158,0.12,7.7,south,yes,4,1479,no
24,36365,0.774,4,south,yes,4,426,yes
27,29570,0.122,7,inland,yes,0,2082,no
31,56561,0.202,3,inland,yes,0,1722,no
36,35451,0.294,1.6,north,yes,0,4240,no
41,48843,0.362,2.1,north,no,5,5187,yes
47,22985,0.02,2.9,inland,yes,1,5716,yes
56,33615,0.041,2.1,south,yes,0,6835,no
34,36446,0.316,9.7,north,no,3,82,no
43,40134,0.044,3.4,coastal,no,2,4849,no
60,75857,0.369,7.6,north,yes,5,6831,yes
60,40520,0.311,10.2,south,yes,2,3315,yes
25,79581,0.315,5,south,no,1,7551,yes
61,46540,0.583,6.4,coastal,no,0,2076,no
36,33392,0.066,9.9,south,yes,1,4232,yes
40,43906,0.188,1.3,inland,yes,4,352,yes
40,40116,0.042,3.4,north,no,4,3307,yes
45,47212,0.225,8.6,north,yes,4,3372,yes
55,65890,0.322,14.9,north,yes,0,1229,yes
52,46223,0.504,7.1,south,no,4,9284,no
66,32031,0.349,2.9,coastal,no,3,7839,no
23,47585,0.422,2.2,coastal,yes,1,9197,no
33,42753,0.303,3,coastal,yes,1,5115,no
29,88926,0.29,2.3,coastal,yes,2,1037,no
51,31687,0.196,3,coastal,no,0,2318,no
28,50913,0.301,8,south,yes,1,9660,yes
52,41280,0.515,1.1,coastal,yes,1,7821,yes
38,44215,0.264,14.4,north,no,2,265,yes
40,44686,0.479,4.9,inland,yes,2,1561,yes
53,41442,0.02,4.3,inland,no,4,6752,yes
48,34828,0.562,6.3,south,yes,2,9818,yes
33,67630,0.658,10.6,south,yes,5,1246,no
44,,0.461,0.9,coastal,no,0,8454,yes
65,48220,0.391,12.7,coastal,no,2,1478,no
49,60436,0.535,8.2,south,no,2,6332,yes
38,25018,0.063,3.1,north,no,5,6518,yes
50,40570,0.492,8.3,coastal,no,5,1097,yes
49,43309,0.02,4.5,north,yes,2,9511,no
23,62213,0.815,3,south,no,1,7910,no
49,59776,0.325,2.1,south,yes,2,2253,no
24,50347,0.11,4,coastal,yes,1,839,yes
56,25777,0.2,2.7,south,no,3,6471,no
56,29146,0.366,7.6,coastal,yes,3,2797,no
63,30086,0.143,5.1,inland,no,5,8758,no
49,52224,0.241,8.7,inland,no,1,2073,yes
64,64238,0.514,5.4,north,no,5,8903,yes
47,59084,0.132,2.7,south,yes,2,7381,yes
25,53361,0.127,2.1,coastal,no,1,5239,yes
54,37217,0.475,9.8,coastal,no,0,3531,yes
33,26240,0.164,3.6,south,no,5,3947,yes
39,22709,0.537,0.8,inland,yes,5,7596,yes
34,24506,0.432,3.3,inland,yes,0,8758,yes
45,52852,0.509,11.2,north,yes,0,3112,no
34,62941,0.369,3.4,south,yes,5,9433,yes
27,57821,0.068,5.6,north,no,1,2777,yes
28,39451,0.185,8,inland,yes,5,5917,no
40,22022,0.207,2.8,south,yes,3,8960,yes
33,22688,0.313,9.1,south,no,3,369,no
45,55078,0.375,4.8,coastal,no,2,6774,yes
60,27404,0.073,8,south,no,3,8476,yes
31,23529,0.02,6.4,inland,yes,2,1114,yes
49,43265,0.667,2,inland,no,3,7554,no
34,41323,0.274,2.4,inland,no,0,3994,yes
33,62022,0.186,10,inland,yes,4,1732,yes
49,43254,0.188,10.2,coastal,no,2,3515,no
40,62051,0.134,3.6,south,yes,1,1258,yes
58,110155,0.02,7.4,north,no,5,4000,yes
56,60619,0.052,9.7,inland,no,1,3595,yes
46,76220,0.241,5.4,coastal,yes,1,9394,yes
65,49432,0.423,8,inland,yes,0,7437,no
33,46297,0.409,10.4,coastal,no,5,7516,yes
65,48219,0.375,1.1,south,yes,1,7413,yes
42,55105,0.249,3.4,south,yes,3,2831,yes
48,39100,0.207,9.7,north,no,1,3768,no
49,22143,0.35,0.1,inland,no,3,6698,no
39,28243,0.122,3.1,inland,yes,1,8987,yes
52,28622,0.444,4,north,no,5,2261,yes
25,58893,0.147,3.9,inland,no,5,269,yes
55,33158,0.306,8.6,coastal,yes,0,128,no
61,84047,0.248,6.4,south,no,5,4182,yes
30,22162,0.509,6,inland,yes,5,3839,yes
58,29379,0.468,5.2,north,no,5,3616,no
51,43428,0.345,1.7,south,no,4,4111,yes
24,28099,0.278,4,north,no,0,3405,yes
57,35955,0.545,14.1,south,no,3,4660,yes
49,56016,0.165,0,inland,no,2,3541,yes
47,44406,0.02,7.1,north,no,3,1382,no
66,46240,0.33,10.9,coastal,yes,0,5750,yes
45,23278,0.305,4.7,coastal,yes,5,362,no
37,29917,0.059,0.8,south,yes,2,9223,no
23,70160,0.209,1.6,coastal,yes,1,3734,yes
29,45338,0.604,1,inland,no,5,4809,yes
57,41000,0.415,8.3,south,no,4,2981,yes
42,26836,0.798,3.6,north,no,3,2471,no
31,43329,0.312,8.6,north,no,4,1211,no
22,63330,0.402,0.8,coastal,no,4,5318,yes
66,32792,0.12,3.7,coastal,no,5,1366,yes
57,44582,0.355,5.7,south,no,0,6100,no
35,36845,0.445,6.5,south,yes,1,7796,yes
39,,0.112,4.8,inland,no,3,6535,no
32,,0.101,7.2,north,yes,5,4379,yes
34,51755,0.238,10.6,coastal,yes,2,3175,yes
52,59526,0.441,11.8,coastal,yes,1,1886,no
51,36677,0.198,3.1,south,no,4,7792,no
66,27540,0.176,7.7,north,yes,4,8438,no
54,31969,0.14,9.3,south,yes,5,619,no
31,47771,0.271,0,north,no,4,4649,yes
33,47204,0.378,2.1,north,yes,1,3077,yes
25,75619,0.052,3.7,coastal,no,2,5235,no
49,39021,0.02,3.3,south,no,5,5729,no
48,44268,0.758,11,south,yes,2,6638,no
25,45650,0.182,5,inland,yes,5,644,yes
41,38812,0.149,6.2,north,yes,2,8105,no
23,34950,0.276,3,inland,yes,3,2103,no
31,28630,0.374,11,south,no,5,7292,yes
36,47914,0.39,3.2,south,no,5,7259,yes
65,30923,0.39,10.9,north,no,3,6044,yes
65,60801,0.02,13.4,coastal,yes,5,1171,yes
32,32630,0.133,12,inland,no,2,8666,no
47,30774,0.202,2.4,north,no,5,7672,yes
46,40307,0.321,6.9,inland,yes,2,7243,no
24,30196,0.455,4,north,no,5,7717,yes
52,72677,0.226,0.2,inland,no,1,5787,yes
35,29865,0.353,8.4,south,no,5,8079,yes
28,47194,0.223,0,north,yes,5,4579,yes
35,48794,0.608,9.5,coastal,no,5,9383,no
41,40673,0.143,4.6,south,no,1,8369,no
58,53266,0.438,8,south,yes,5,9497,no
49,48496,0.424,4.6,south,no,3,3571,yes
27,63108,0.305,7,south,no,5,1793,no
30,24716,0.299,3.1,south,no,5,1234,no
60,25613,0.02,7,south,yes,5,7517,yes
43,43617,0.137,3.6,coastal,no,1,6774,no
33,84710,0.533,11.5,coastal,yes,3,7257,no
52,51983,0.084,10,inland,no,0,3394,yes
48,41886,0.207,6.9,south,no,3,2408,no
50,25720,0.401,6.2,south,no,0,504,yes
61,36463,0.258,8,coastal,yes,1,2984,no
26,50176,0.326,6,coastal,no,1,9090,yes
23,45960,0.02,3,north,no,1,1600,yes
38,33996,0.234,5.4,coastal,no,5,7729,yes
52,70383,0.469,10.7,north,yes,2,1369,no
32,54295,0.053,12,north,no,0,8578,no
28,31872,0.379,8,south,no,2,5700,no
26,53427,0.02,5.3,inland,yes,5,6764,yes
51,45141,0.276,5.2,south,no,0,3005,yes
61,28093,0.196,7.2,coastal,no,3,1328,no
60,91735,0.453,10.6,coastal,no,1,4852,yes
45,65600,0.265,7.2,south,no,0,8805,yes
37,32300,0.044,6.6,inland,no,4,7471,no
65,33545,0.467,5.4,north,no,0,1394,yes
37,46706,0.649,9.4,inland,no,3,1523,yes
51,51738,0.155,10.8,inland,no,5,6628,yes
34,67560,0.198,10.8,north,yes,4,6200,yes
61,33378,0.368,7.1,south,yes,1,8683,no
58,26194,0.02,7.6,inland,yes,1,6984,no
35,48107,0.131,2.2,inland,yes,0,8480,no
44,45465,0.064,2.7,north,yes,1,1475,yes
61,40552,0.09,0,south,no,2,9719,yes
54,28510,0.02,10.8,inland,no,4,4179,no
39,33534,0.385,7.1,south,no,5,8646,yes
38,,0.535,14,inland,no,2,3185,yes
31,85215,0.287,3.9,north,yes,0,9223,yes
40,44216,0.538,2.8,inland,no,5,306,yes
65,27727,0.473,8.8,inland,no,0,748,yes
40,38709,0.345,10.5,north,yes,1,4559,no
59,50191,0.168,4.5,inland,yes,0,4617,yes
42,36345,0.097,9.3,coastal,no,2,7667,yes
46,28501,0.399,5.1,north,no,1,8463,yes
29,25812,0.6,4.7,coastal,no,3,3166,yes
36,28677,0.404,9.1,inland,no,2,3812,yes
44,,0.02,4,coastal,yes,2,3245,no
32,24619,0.425,10.3,south,no,3,7577,yes
35,25244,0.547,6.8,south,no,0,7653,yes
36,33263,0.02,5,north,yes,1,6564,no
37,22866,0.297,8.5,coastal,yes,3,3474,no
49,58392,0.141,7.5,north,yes,5,5823,yes
66,53815,0.2,0.8,coastal,yes,1,4020,yes
58,,0.409,5.2,south,no,4,4647,yes
47,54476,0.243,0.8,inland,no,4,1774,yes
25,24684,0.322,5,coastal,no,3,9600,yes
67,48026,0.717,12.5,coastal,no,2,8283,no
27,51350,0.265,5.2,coastal,yes,0,276,no
